text,label,importance
"Exclusive Report: Coinpedia's Fact Check Uncovers WazirX's Alleged 55M XRP Transfers. A recent post by an anonymous Twitter user @TOOFAANARMY alleges that WazirX, one of India's top crypto exchanges, transferred over 55.25 million XRP (valued at approx ₹1,500 crore) to Binance and other wallets between February 2023 and July 2024, just before the alleged ₹2,000 crore hack.",positive,importante
"Crypto Market Cap Tops $4T: Will $5B in BTC Options Ignite Another Up?. The end of another week has arrived, which means another round of Bitcoin and Ethereum options contracts are expiring as spot markets rally.",positive,générale
"Trump's Nvidia U-Turn Spurs Talk of Bargain With China. Joe Biden's administration declared export controls a ""new strategic asset"" to maintain a lead over China in advanced technology, but US President Donald Trump is now upending that approach. In a reversal this week, the White House told chipmaker Nvidia it could soon resume sales of its less advanced China-focused H20 artificial intelligence accelerator.",positive,importante
"Strong tailwind for Telenor in Q2. (Fornebu, Norway – 18 July 2025) Telenor Group delivers very strong results in the second quarter of 2025, triggering a raised EBITDA outlook for both the Nordics and Group. At the same time the company solidifies its position in the Nordic fibre market with a NOK 1.4 billion multi-year investment in Finland and the recently announced NOK 6 billion acquisition of GlobalConnect's consumer business in Norway.",positive,importante
"Prosafe SE: Operational update – June 2025. 18 July 2025 - Fleet utilisation for June 2025 was 79 per cent.  Our operations in Brazil with Safe Eurus, Safe Notos, and Safe Zephyrus operated at full capacity in June, achieving between 99 and 100 per cent commercial uptime.",positive,générale
"TELIA LIETUVA RESULTS FOR 6 MONTHS OF 2025. THE BOARD OF TELIA LIETUVA, AB (HEREINAFTER “TELIA LIETUVA” OR “THE COMPANY”) APPROVED UNAUDITED TELIA LIETUVA, AB INTERIM FINANCIAL STATEMENTS, PREPARED ACCORDING TO INTERNATIONAL FINANCIAL REPORTING STANDARDS AS ADOPTED BY THE EUROPEAN UNION, FOR 6 MONTHS' PERIOD ENDED 30 JUNE 2025.",positive,générale
"HUSQVARNA GROUP: INTERIM REPORT JANUARY - JUNE 2025. STOCKHOLM , July 18, 2025 /PRNewswire/ -- Good organic growth with improved profitability Second quarter 2025            Net sales decreased by 1% to SEK 15,277m (15,430). Changes in exchange rates impacted by -6%.",positive,générale
USDJPY Weakens Slightly—Green Light for a Tactical Rebound?. The US Dollar remained supported above the 146.50 level against the Japanese Yen. USD/JPY broke hurdles near 147.50 and 148.00 to enter a positive zone.,neutral,générale
"BW ENERGY: SECOND QUARTER 2025 OPERATIONAL UPDATE. SECOND QUARTER 2025 OPERATIONAL UPDATE  BW ENERGY WILL PUBLISH ITS FINANCIAL RESULTS FOR THE SECOND QUARTER AND FIRST HALF OF 2025 ON 1 AUGUST 2025. TODAY, THE COMPANY PROVIDES PRELIMINARY OPERATIONAL FIGURES.",neutral,générale
"Aker BP: Ex dividend USD 0.63 today. LYSAKER, Norway, July 18, 2025 /PRNewswire/ -- The shares in Aker BP ASA (OSE: AKRBP) (OTCQX: AKRBF) will be traded ex dividend USD 0.63 (NOK 6.36193) per share as from today, 18 July 2025. The payment date will be on or about 28 July 2025.",neutral,générale
