text,label,importance
"M&S' food sales growth slows again after cyberattack, says NielsenIQ. British retailer Marks & Spencer's food business saw sales growth slow further to 4.3% year-on-year over the 12 weeks to July 12, reflecting the disruption that followed a cyberattack in April, industry data showed on Wednesday.",negative,critique
UK watchdog probes Deloitte's audits of Glencore's 2013-2020 accounts. Britain's accounting watchdog said on Wednesday that it is investigating Deloitte LLP's audits of commodities trader Glencore and one of its divisions for the financial years ended December 2013 through December 2020.,neutral,générale
"Equinor Q2 core profit drops as expected on lower oil price. Equinor's second-quarter profit fell as expected, its earnings report showed on Wednesday, as declining oil prices outweighed a rise in the price of gas.",positive,générale
Detroit Three automakers raise concerns about Japan trade deal. A group representing General Motors Ford and Chrysler-parent Stellantis on Tuesday raised concerns about a trade deal that could cut tariffs on auto imports from Japan to 15% while leaving tariffs on imports from Canada and Mexico at 25%.,negative,critique
Iberdrola launches $5.9 bln capital increase. Europe's largest utility Iberdrola launched on Wednesday a 5 billion euro ($5.87 billion) share capital increase.,positive,générale
"Advent-backed NIQ raises $1.05 billion in US IPO. Consumer insights company NIQ Global [NIQ.N], backed by investment firms Advent International and KKR , said on Tuesday it had raised $1.05 billion in its initial public offering in the United States.",positive,générale
"EU court reduces fine on Credit Suisse over foreign exchange cartel. The European Union's General Court reduced on Wednesday a fine imposed on Credit Suisse to 28.9 million euros ($33.92 million)from a previous 83.2 million euros fine, over its participation in a cartel in the foreign exchange trading sector.",negative,critique
"Amazon shuts down Shanghai AI research lab, FT says. Amazon is shutting down its Shanghai artificial intelligence lab, the Financial Times reported on Wednesday.",positive,générale
"REALPHA TECH CORP. ANNOUNCES CLOSING OF $5 MILLION REGISTERED DIRECT OFFERING PRICED AT-THE-MARKET UNDER NASDAQ RULES. DUBLIN, OHIO, JULY 22, 2025 (GLOBE NEWSWIRE) -- REALPHA TECH CORP. (NASDAQ: AIRE) (THE “COMPANY” OR “REALPHA”), AN AI-POWERED REAL ESTATE TECHNOLOGY COMPANY, TODAY ANNOUNCED THE CLOSING OF ITS PREVIOUSLY ANNOUNCED REGISTERED DIRECT OFFERING PRICED AT-THE-MARKET UNDER NASDAQ RULES FOR THE PURCHASE AND SALE OF 14,285,718 SHARES OF ITS COMMON STOCK AT A PURCHASE PRICE OF $0.35 PER SHARE. IN A CONCURRENT PRIVATE PLACEMENT, THE COMPANY ISSUED UNREGISTERED WARRANTS TO PURCHASE UP TO 14,285,718 SHARES OF COMMON STOCK AT AN EXERCISE PRICE OF $0.35 PER SHARE THAT ARE EXERCISABLE UPON ISSUANCE AND WILL EXPIRE FIVE YEARS FROM THE EFFECTIVE DATE OF THE REGISTRATION STATEMENT COVERING THE RESALE OF THE SHARES OF COMMON STOCK ISSUABLE UPON EXERCISE OF THE UNREGISTERED WARRANTS.",neutral,générale
"Japanese automaker shares jump after Trump trade deal. Shares of Japanese automakers surged on Wednesday, with Toyota gaining 11% and Honda advancing 9% after U.S. President Donald Trump said he had struck a trade deal with the Japan that includes a 15% tariff.",positive,importante
"Invisalign® Palatal Expander System by Align Technology Now Available in Malaysia for Skeletal and Dental Expansion in Growing Patients. KUALA LUMPUR, Malaysia--(BUSINESS WIRE)--Align Technology, Inc. (“Align”) (Nasdaq: ALGN) a leading global medical device company that designs, manufactures, and sells the Invisalign® System of clear aligners, iTero™ intraoral scanners, and exocad™ CAD/CAM software for digital orthodontics and restorative dentistry, today announced that Align's Invisalign Palatal Expander System* has been notified as Class B medical device by Malaysia Medical Device Authority and is now commercially available in.",positive,générale
Key facts on the US-Japan tariff deal. U.S. President Donald Trump and Japanese Prime Minister Shigeru Ishiba on Wednesday said they had struck a trade deal that will include a 15% tariff on imports from Japan. Here's what we know so far.,positive,générale
"NEOGEN SHAREHOLDER ALERT BY FORMER LOUISIANA ATTORNEY GENERAL: KAHN SWICK & FOTI, LLC REMINDS INVESTORS WITH LOSSES IN EXCESS OF $100,000 of Lead Plaintiff Deadline in Class Action Lawsuit Against Neogen Corporation - NEOG. NEW YORK and NEW ORLEANS, July 22, 2025 (GLOBE NEWSWIRE) -- Kahn Swick & Foti, LLC (“KSF”) and KSF partner, former Attorney General of Louisiana, Charles C. Foti, Jr., remind investors that they have until September 16, 2025 to file lead plaintiff applications in a securities class action lawsuit against Neogen Corporation (NasdaqGS: NEOG), if they purchased the Company's shares between January 5, 2023 through June 3, 2025, inclusive (the “Class Period”). This action is pending in the United States District Court for the Western District of Michigan.",negative,générale
"RETRANSMISSION: Cruz Battery Metals Board Approves Strategic Diversification into Crypto Assets. Vancouver, British Columbia--(Newsfile Corp. - July 23, 2025) - Cruz Battery Metals Corp. (CSE: CRUZ) (OTCID: BKTPF) (FSE: BR01) (WKN: A40YSN) (""Cruz"" or the ""Company"") is pleased to announce that its board of directors has approved a strategic initiative to diversify a portion of the company's free cash into select crypto assets. This decision is part of Cruz's ongoing commitment to enhancing shareholder value by exploring innovative, forward-looking investment avenues aligned with emerging global trends.",positive,générale
"8MM Exanthema Market Report 2025-2034 | Rising Viral Infections and Diagnostic Innovations Across Major Markets Fueling Growth. The exanthema market is projected to grow from USD 1.39 billion in 2024 to USD 2.51 billion by 2034 at a CAGR of 6.10%. This growth is driven by rising viral infections and diagnostic innovations across major markets. Key drivers include increased vaccine initiatives, FDA approvals, and treatment demand. The exanthema market is projected to grow from USD 1.39 billion in 2024 to USD 2.51 billion by 2034 at a CAGR of 6.10%. This growth is driven by rising viral infections and diagnostic innovations across major markets. Key drivers include increased vaccine initiatives, FDA approvals, and treatment demand.",positive,générale
"Climate Issues, ‘New World' Challenges Lead Agenda at AM Best's Europe Insurance Market Briefing; London Event to Feature Swiss Re's Group Chief Economist and Head of Swiss Re Institute. LONDON--(BUSINESS WIRE)-- #insurance--AM Best will host its annual Europe Insurance Market and Methodology Briefings on Thursday, 6 November 2025, from 8:30 a.m. to 4:30 p.m. (GMT) at Convene 200 Aldersgate, St. Paul's in London. Jérôme Jean Haegeli, Swiss Re's group chief economist and head of Swiss Re Institute, will deliver the keynote presentation, titled, “Economic and Geopolitical Outlook.” The programme also will focus on climate challenges and opportunities for the (re)insurance industry, with a pan.",neutral,générale
"BioNxt Delivers Positive Results in Patented Cladribine Sublingual Thin-Film Program and Completes Successful Formulation. VANCOUVER, BC / ACCESS Newswire / July 23, 2025 / BioNxt Solutions Inc. (""BioNxt"" or the ""Company"") (CSE:BNXT)(OTC PINK:BNXTF)(FSE:BXT), a bioscience innovator specializing in advanced drug delivery systems, is pleased to announce the successful formulation of a sublingual thin-film prototype for its lead clinical stage candidate, BNT23001, using the active pharmaceutical ingredient (API) cladribine. This proprietary thin-film formulation is being developed for the treatment of multiple sclerosis (MS).",positive,générale
"Guardian Metal Resources to accelerate Nevada projects thanks to successful $27.2mln raise. Guardian Metal Resources PLC (AIM:GMET, OTCQX:GMTLF) has today announced a successful US$27.2 million raise, including a $6.2 million injection from the US Government (via a Department of Defense award). In the market, it raised approximately £15.6 million (US$21 million) before expenses through the issue of 25.945 million new shares priced at 60p each.",positive,générale
"RXST INVESTOR ALERT: ROBBINS GELLER RUDMAN & DOWD LLP ANNOUNCES THAT RXSIGHT, INC. INVESTORS WITH SUBSTANTIAL LOSSES HAVE OPPORTUNITY TO LEAD THE RXSIGHT CLASS ACTION LAWSUIT. SAN DIEGO, JULY 22, 2025 (GLOBE NEWSWIRE) -- ROBBINS GELLER RUDMAN & DOWD LLP ANNOUNCES THAT THE RXSIGHT CLASS ACTION LAWSUIT – CAPTIONED MAKAVEEV V. RXSIGHT, INC., NO. 25-CV-01596 (C.D. CAL.) – SEEKS TO REPRESENT PURCHASERS OR ACQUIRERS OF RXSIGHT, INC. (NASDAQ: RXST) SECURITIES AND CHARGES CERTAIN OF RXSIGHT'S TOP EXECUTIVES WITH VIOLATIONS OF THE SECURITIES EXCHANGE ACT OF 1934.",negative,générale
"Power Metallic Demonstrates Positive Initial Mineralogy Results - PGE Enrichment Associated with Chalcopyrite and Cubanite. TORONTO , July 23, 2025 /PRNewswire/ - Power Metallic Mines Inc. (the ""Company"" or ""Power Metallic"") (TSXV: PNPN) (OTCBB: PNPNF) (Frankfurt: IVV) Power Metallic is pleased to provide an update on preliminary mineralogy scans preformed by IOS Geosciences based in Chicoutimi, Quebec. Detailed microscopic scans are being performed on selected mineralized samples from the Lion zone to understand the characteristics of the mineralogy.",positive,générale
"Capital One Financial Corporation (COF) Q2 2025 Earnings Call Transcript. Capital One Financial Corporation (NYSE:COF ) Q2 2025 Earnings Conference Call July 22, 2025 5:00 PM ET Company Participants Jeff Norris - Senior Vice President of Finance Richard Fairbank - Founder, Chairman, CEO & President Andrew Young - Chief Financial Officer Conference Call Participants Terry Ma - Barclays Bank PLC, Research Division Richard Shane - JPMorgan Chase & Co, Research Division Sanjay Sakhrani - Keefe, Bruyette, & Woods, Inc., Research Division Ryan Nash - Goldman Sachs Group, Inc., Research Division L. Erika Penala - UBS Investment Bank, Research Division Moshe Orenbuch - TD Cowen, Research Division Donald Fandetti - Wells Fargo Securities, LLC, Research Division John Pancari - Evercore ISI Institutional Equities, Research Division Jeffrey Adelson - Morgan Stanley, Research Division Brian Foran - Truist Securities, Inc., Research Division John Hecht - Jefferies LLC, Research Division Operator Good day, and thank you for standing by.",neutral,générale
"XORTX COMPLETES NON-BROKERED PRIVATE PLACEMENT OF UNITS. NOT FOR DISTRIBUTION TO UNITED STATES NEWS WIRE SERVICES OR FOR DISSEMINATION IN THE UNITED STATES CALGARY, ALBERTA, JULY 22, 2025 (GLOBE NEWSWIRE) -- XORTX THERAPEUTICS INC. (“XORTX” OR THE “COMPANY”) (NASDAQ: XRTX | TSXV: XRTX | FRANKFURT: ANU), A LATE-STAGE CLINICAL PHARMACEUTICAL COMPANY FOCUSED ON DEVELOPING INNOVATIVE THERAPIES TO TREAT GOUT AND PROGRESSIVE KIDNEY DISEASE, IS PLEASED TO ANNOUNCE THE CLOSING OF ITS PREVIOUSLY ANNOUNCED NON-BROKERED PRIVATE PLACEMENT OF UNITS (“UNITS”), WHEREBY IT ISSUED 1,267,123 UNITS AT A PRICE OF US$0.73 PER UNIT FOR AGGREGATE GROSS PROCEEDS OF US$925,000 PURSUANT TO THE LISTED ISSUER FINANCING EXEMPTION UNDER PART 5A OF NATIONAL INSTRUMENT 45-106 – PROSPECTUS EXEMPTIONS (THE “OFFERING”). UNDER THE OFFERING, EACH UNIT CONSISTED OF ONE COMMON SHARE IN THE CAPITAL OF THE COMPANY (“COMMON SHARE”) AND ONE COMMON SHARE PURCHASE WARRANT (“WARRANT”).",positive,générale
"SXI ALERT: BRAGAR EAGEL & SQUIRE, P.C. IS INVESTIGATING STANDEX INTERNATIONAL CORPORATION AND ENCOURAGES INVESTORS TO CONTACT THE FIRM. NEW YORK, JULY 22, 2025 (GLOBE NEWSWIRE) -- BRAGAR EAGEL & SQUIRE, P.C., A NATIONALLY RECOGNIZED SHAREHOLDER RIGHTS LAW FIRM, IS INVESTIGATING POTENTIAL CLAIMS AGAINST STANDEX INTERNATIONAL CORPORATION (NYSE:SXI) ON BEHALF OF STOCKHOLDERS. OUR INVESTIGATION CONCERNS WHETHER THE BOARD OF DIRECTORS OF STANDEX HAVE BREACHED THEIR FIDUCIARY DUTIES TO THE COMPANY.",negative,générale
UNITE HERE TRAVEL ALERT: HOTEL WORKERS' UNION WARNS HILTON AMERICAS-HOUSTON ‘AT RISK' OF LABOR DISPUTE. HOUSTON--(BUSINESS WIRE)--UNITE HERE LOCAL 23 WARNS THE HILTON AMERICAS-HOUSTON IS AT RISK OF A LABOR DISPUTE IF A SETTLEMENT ON A NEW CONTRACT IS NOT REACHED.,negative,générale
"European Commission approves Roche's Itovebi for people with ER-positive, HER2-negative, advanced breast cancer with a PIK3CA mutation. Basel, 23 July 2025 - Roche (SIX: RO, ROG; OTCQX: RHHBY) announced today that the European Commission has approved Itovebi™ (inavolisib), in combination with palbociclib (Ibrance®) and fulvestrant, for the treatment of adult patients with PIK3CA-mutated, oestrogen receptor (ER)-positive, human epidermal growth factor receptor 2 (HER2)-negative, locally advanced or metastatic breast cancer, following recurrence on or within 12 months of completing adjuvant endocrine treatment.",positive,générale
"DIVERSIFIED ROYALTY CORP. ANNOUNCES FILING OF FINAL SHORT FORM BASE SHELF PROSPECTUS. VANCOUVER, BRITISH COLUMBIA, JULY 22, 2025 (GLOBE NEWSWIRE) -- DIVERSIFIED ROYALTY CORP. (TSX: DIV AND DIV.DB.A) (THE “CORPORATION” OR “DIV”) ANNOUNCED TODAY THAT IT HAS FILED, AND RECEIVED RECEIPT FOR, A FINAL SHORT FORM BASE SHELF PROSPECTUS (THE “PROSPECTUS”). THE PROSPECTUS WAS FILED WITH THE SECURITIES REGULATORY AUTHORITIES IN EACH OF THE PROVINCES AND TERRITORIES OF CANADA. DIV'S PRIOR SHORT FORM BASE SHELF PROSPECTUS DATED JUNE 19, 2023, EXPIRED ON JULY 19, 2025. ACCORDINGLY, DIV FILED THE PROSPECTUS TO MAINTAIN FINANCIAL FLEXIBILITY AND EFFICIENT ACCESS TO CANADIAN CAPITAL MARKETS TO PURSUE STRATEGIC INITIATIVES. A COPY OF THE PROSPECTUS IS AVAILABLE UNDER DIV'S PROFILE ON SEDAR+ AT WWW.SEDARPLUS.CA.",neutral,générale
"Billionaire Dan Loeb Sold Third Point's Entire Stake in Meta Platforms and Has Piled Into a Market Leader Whose Addressable Market Can 25X in a Decade. Between earnings season -- the six-week period every quarter where a majority of the most-influential businesses report their operating results -- economic data releases, and updates from the Trump administration, keeping up on market-moving news events can be challenging for investors. In fact, it's easy for something of importance to slip through the cracks.",positive,générale
"RTX Corporation (RTX) Q2 2025 Earnings Call Transcript. RTX Corporation (NYSE:RTX ) Q2 2025 Earnings Conference Call July 22, 2025 8:30 AM ET Company Participants Christopher Calio - Chairman & CEO Neil Mitchill - Executive VP & CFO Nathan Ware – Executive Conference Call Participants Jason Gursky - Citigroup Inc., Research Division Robert Stallard - Vertical Research Partners, LLC Myles Walton - Wolfe Research, LLC Scott Deuschle - Deutsche Bank AG, Research Division Sheila Kahyaoglu - Jefferies LLC, Research Division Ronald Epstein - BofA Securities, Research Division Seth Seifman - JPMorgan Chase & Co, Research Division Peter Arment - Robert W. Baird & Co. Incorporated, Research Division Kristine Liwag - Morgan Stanley, Research Division Douglas Harned - Sanford C.",neutral,générale
"Cashmere Valley Bank Reports Strong Quarterly Earnings of $8.0 Million, Increases Semi-Annual Dividend to $0.95 Per Share. CASHMERE, WA / ACCESS Newswire / July 22, 2025 / Cashmere Valley Bank (OTCQX:CSHX) (""Bank""), announced quarterly earnings of $8.0 million for the quarter ended June 30, 2025. Year-to-date earnings totaled $14.4 million as compared to $13.9 million for the six months ended June 30, 2024.",positive,générale
"CORRECTION - Grupo Aeroportuario del Pacifico Announces Results for the Second Quarter of 2025. GUADALAJARA, Mexico, July 22, 2025 (GLOBE NEWSWIRE) -- Grupo Aeroportuario del Pacífico, S.A.B. de C.V. (NYSE: PAC; BMV: GAP) (“the Company” or “GAP”) reports its consolidated results for the second quarter ended June 30, 2025 (2Q25). Figures are unaudited and prepared following International Financial Reporting Standards (“IFRS”) as issued by the International Accounting Standards Board (“IASB”).",neutral,générale
"Introducing PayPal World: a global platform connecting the world's largest payment systems and digital wallets, starting with interoperability to PayPal and Venmo. Launch partners include Mercado Pago, NPCI International Payments Limited (UPI), PayPal, Tenpay Global, and Venmo. Interoperability begins with partners connecting to PayPal and Venmo.",positive,générale
"Roche receives CE Mark for minimally invasive blood test to help rule out Alzheimer's disease. Basel, 23 July 2025 - Roche (SIX: RO, ROG; OTCQX: RHHBY) announced today it has received CE Mark for its Elecsys® pTau181 test to measure phosphorylated Tau (pTau) 181 protein which is an indicator of amyloid pathology, a hallmark of Alzheimer's disease. The test, which has been developed in collaboration with Eli Lilly and Company, can be used by clinicians in conjunction with other clinical information to rule out Alzheimer's disease as the cause of cognitive decline. This could avoid the need for further confirmatory investigation for patients testing negative.",positive,générale
"PulteGroup, Inc. (PHM) Q2 2025 Earnings Call Transcript. PulteGroup, Inc. (NYSE:PHM ) Q2 2025 Earnings Conference Call July 22, 2025 8:00 AM ET Company Participants James Zeumer - Vice President of Investor Relations Ryan Marshall - President, CEO & Director James Ossowski - Executive VP & CFO Conference Call Participants John Lovallo - UBS Investment Bank, Research Division Ivy Lynne Zelman - Zelman & Associates LLC Michael Rehaut - JPMorgan Chase & Co, Research Division Stephen Kim - Evercore ISI Institutional Equities, Research Division Matthew Bouley - Barclays Bank PLC, Research Division Anthony Pettinari - Citigroup Inc., Research Division Michael Dahl - RBC Capital Markets, Research Division Kenneth Zener - Seaport Research Partners Paul Przybylski - Wolfe Research, LLC Susan Maklari - Goldman Sachs Group, Inc., Research Division James McCanless - Wedbush Securities Inc., Research Division Rafe Jadrosich - BofA Securities, Research Division Buck Horne - Raymond James & Associates, Inc., Research Division Operator Good morning, and thank you for standing by. My name is Jenny, and I will be your conference Operator today.",neutral,générale
"DMG Blockchain Solutions Announces Exploration of Digital Asset Treasury Strategy. VANCOUVER, British Columbia, July 22, 2025 (GLOBE NEWSWIRE) -- DMG Blockchain Solutions Inc. (TSX-V: DMGI) (OTCQB: DMGGF) (FRANKFURT: 6AX) (""DMG"" or the ""Company""), a vertically integrated blockchain and data center technology company, today announces that it has engaged a consultant to assess and help implement institutional-grade treasury management within the regulated custody platform operated by its wholly owned subsidiary, Systemic Trust Company (""STC""). This platform would serve both DMG and STC's clients by offering custody services. DMG is also assessing additional capabilities intended to further enhance treasury value.",neutral,générale
"FIRST NORTHERN COMMUNITY BANCORP WELCOMES RICHARD A. BEDOYA TO ITS BOARD OF DIRECTORS. DIXON, CALIF.--(BUSINESS WIRE)--FIRST NORTHERN COMMUNITY BANCORP (OTCQX: FNRN), THE HOLDING COMPANY OF FIRST NORTHERN BANK, IS PLEASED TO ANNOUNCE THAT RICHARD A. BEDOYA HAS JOINED ITS BOARD OF DIRECTORS OF BOTH THE BANK AND HOLDING COMPANY, EFFECTIVE JULY 17, 2025. MR. BEDOYA WILL ALSO SERVE ON THE BANK'S AUDIT, ASSET/LIABILITY, AND DIRECTORS LOAN COMMITTEES. HE SUCCEEDS FOY MCNAUGHTON, WHO RETIRED FROM THE BOARD ON JULY 20, 2025, UPON REACHING FIRST NORTHERN'S MANDATORY RETIREMENT AGE FOR DIR.",neutral,générale
"Mercantile Bank Corporation (MBWM) Q2 2025 Earnings Conference Call Transcript. Mercantile Bank Corporation (NASDAQ:MBWM ) Q2 2025 Earnings Conference Call July 22, 2025 10:00 AM ET Company Participants Nichole Kladder - Chief Marketing Officer Raymond Reitsma - President, CEO & Director Charles Christmas - Executive VP, CFO & Treasurer Conference Call Participants Daniel Tamayo - CGS International Nathan Race - Piper Sandler & Co., Research Division Damon Del Monte - Keefe, Bruyette, & Woods, Inc., Research Division Operator Good morning, and welcome to the Mercantile Bank Corporation Second Quarter 2025 Earnings Conference Call. [Operator Instructions].",neutral,générale
"Canadian National Railway Company (CNI) Q2 2025 Earnings Call Transcript. Canadian National Railway Company (NYSE:CNI ) Q2 2025 Earnings Conference Call July 22, 2025 4:30 PM ET Company Participants Derek Taylor - Executive VP & Chief Field Operating Officer Ghislain Houle - Executive VP & CFO Janet Drysdale - Corporate Participant Patrick Timothy Whitehead - Executive VP & Chief Network Operating Officer Stacy Alderson - Corporate Participant Tracy A. Robinson - President, CEO & Director Conference Call Participants Ariel Luis Rosa - Citigroup Inc., Research Division Bascome Majors - Susquehanna Financial Group, LLLP, Research Division Brian Patrick Ossenbeck - JPMorgan Chase & Co, Research Division Cherilyn Radbourne - TD Cowen, Research Division Christian F.",neutral,générale
"GE Vernova Gears Up For Q2 Print; Here Are The Recent Forecast Changes From Wall Street's Most Accurate Analysts. GE Vernova Inc. GEV will release earnings results for the second quarter before the opening bell on Wednesday, July 23.",neutral,générale
Silver (XAG) Forecast: Silver Market Awaits Fed Clarity With Breakout Above $39.13 in Sight. Silver news: Bulls eye breakout above $39.13 as dollar weakness and Fed uncertainty fuel a potential rally toward $44.00.,neutral,générale
"Will Palantir Surge After Aug. 4? History's Answer Is Strikingly Clear.. Palantir Technologies (PLTR -1.73%) has been one of the early winners of the artificial intelligence (AI) revolution, and this streak could keep going. Demand has skyrocketed for its AI-powered software platform -- one that's helping governments and commercial customers make game-changing moves.",positive,générale
PayPal taps wallets from China and India to make cross-border payments easier for 2 billion people. PayPal announced Wednesday it has partnered with global wallet companies to create a platform called PayPal World that is designed to make cross-border commerce easier. The platform will allow users to pay others using their local wallets and payment systems.,positive,générale
"Ecora Resources sees jump in performance as copper and critical minerals growth continues. Ecora Resources PLC (LSE:ECOR, TSX:ECOR, OTCQX:ECRAF) reported a total portfolio contribution of $11.8 million in its second quarter, marking a 96.67% improvement on the $6 million seen in its first quarter. Base metals generated $5.3 million of net portfolio contribution in Q2 2025, up 60.61% on Q1's $3.3 million.",positive,générale
"Old National Bancorp (ONB) Q2 2025 Earnings Call Transcript. Old National Bancorp (NASDAQ:ONB ) Q2 2025 Earnings Conference Call July 22, 2025 10:00 AM ET Company Participants James Ryan - CEO & Chairman John Moran - Senior Executive VP & CFO James Sandgren - Executive VP & CEO of Commercial Banking Conference Call Participants Robert Siefers - Piper Sandler & Co., Research Division Benjamin Gerlinger - Citigroup Inc., Research Division Christopher McGratty - Keefe, Bruyette, & Woods, Inc., Research Division Jon Arfstrom - RBC Capital Markets, Research Division Brian Foran - Truist Securities, Inc., Research Division Jared David Shaw - Barclays Bank PLC, Research Division Terence McEvoy - Stephens Inc., Research Division Operator Welcome to the Old National Bancorp Second Quarter 2025 Earnings Conference Call. This call is being recorded and has been made accessible to the public in accordance with the SEC's Regulation FD.",neutral,générale
"KSA: Vision 2030 Could Translate To Lucrative Investment Opportunities In Saudi Arabia. Geographic diversification is increasingly important as US and Western markets face high valuations, debt, and structural challenges. Saudi Arabia's ambitious Vision 2030 and vast resources make it a compelling long-term investment story, but execution risks remain. The iShares MSCI Saudi Arabia ETF offers exposure but is heavily weighted in traditional sectors, with high fees and limited diversification into growth industries.",positive,générale
"Intel Q2 Preview: Why I Expect More Pain, Offsetting All Gains. Intel is losing market share at an accelerated pace in its core markets of servers and CPUs. The company is growing at a woefully slow pace, versus competitors. Management is focused on cost-cutting, margin improvement, and reduction of cash burn. These are small positives, but not enough to offset its poor revenue performance. Valuation is elevated relative to historical norms, which is unwarranted, given deteriorating earnings fundamentals.",positive,générale
"SMIN: The Case For Holding The ETF - Risks, Rewards, And Relativity. SMIN offers high growth and diversification potential but comes with elevated risk and expensive valuations compared to US growth ETFs like QQQ. Despite India's strong economic prospects, SMIN underperforms local small-cap indices due to currency drag and index construction but is the best passive US option. Current valuations in Indian small caps are frothy; past cycles warn of deep corrections, so fresh investments now carry significant downside risk.",positive,générale
NatWest Group to Accelerate Bank-wide Data and AI Transformation Through 5-year Collaboration with Accenture and AWS. LONDON--(BUSINESS WIRE)--NatWest announced a collaboration with Amazon Web Services and Accenture to transform the way it serves its customers.,positive,générale
"Paladin Energy Ltd (PALAF) Q4 2025 Earnings Call Transcript. Paladin Energy Ltd (OTCQX:PALAF) Q4 2025 Earnings Conference Call July 22, 2025 9:00 PM ET Company Participants Anna Catherine Sudlow - Chief Financial Officer Ian Frank Purdy - Chief Executive Officer Paul Hemburrow - Chief Operating Officer Conference Call Participants Alistair Rankin - RBC Capital Markets, Research Division Branko Skocic - E&P, Research Division Daniel Roden - Jefferies LLC, Research Division Dim Ariyasinghe - UBS Investment Bank, Research Division Glyn Lawcock - Barrenjoey Markets Pty Limited, Research Division James P. Bullen - Canaccord Genuity Corp., Research Division Milan Tomic - JPMorgan Chase & Co, Research Division Regan Burrows - Bell Potter Securities Limited, Research Division Operator Thank you for standing by, and welcome to the Paladin Energy Limited June 2025 Quarterly Results Call.",neutral,générale
"HD Hyundai Embarks on Joint Shipbuilding Project in the United States. Top executives from Edison Chouest Offshore visits HD Hyundai to discuss broad-ranging collaboration, including joint shipbuilding initiatives U.S. engineers join as delegates to observe Korea's design and production processes — facilitating the transfer of world-class shipbuilding expertise Chung Kisun, Executive Vice Chairman of HD Hyundai: ""This joint initiative will become a milestone in Korea-U.S. shipbuilding cooperation"" SEOUL, South Korea , July 22, 2025 /PRNewswire/ -- HD Hyundai is officially beginning its on-site initiatives for joint shipbuilding operations in the United States. HD Hyundai announced on Wednesday, July 23rd that a delegation from its U.S. shipbuilding partner, Edison Chouest Offshore (ECO), visited Korea to discuss detailed plans for the joint construction of container vessels in the United States.",positive,générale
