text,label,importance
"US Dollar Price Forecast: Slips After Strong NFP Jobs Report – GBP/USD and EUR/USD. The US dollar slipped to 96.88 despite a strong NFP report, as rate cut bets ease and fiscal concerns pressure GBP/USD and EUR/USD momentum.",neutral,importante
"ROSEN, GLOBAL INVESTOR COUNSEL, ENCOURAGES PEPGEN INC. INVESTORS TO SECURE COUNSEL BEFORE IMPORTANT DEADLINE IN SECURITIES CLASS ACTION – PEPG. NEW YORK, JULY 12, 2025 (GLOBE NEWSWIRE) -- WHY: ROSEN LAW FIRM, A GLOBAL INVESTOR RIGHTS LAW FIRM, REMINDS PURCHASERS OF SECURITIES OF PEPGEN INC. (NASDAQ: PEPG) BETWEEN MARCH 7, 2024 AND MARCH 3, 2025, BOTH DATES INCLUSIVE (THE “CLASS PERIOD”), OF THE IMPORTANT AUGUST 8, 2025 LEAD PLAINTIFF DEADLINE.",negative,générale
"Fast-casual restaurants lean on loyalty programs to offset consumer pullback. Fast casual restaurants are seeing a boost in customers using loyalty programs through shifting economic behaviors. Flexibility, personalization, and surprise rewards are becoming central to how brands design loyalty programs.",neutral,importante
"ROSEN LAW FIRM ENCOURAGES TECHTARGET, INC. INVESTORS TO INQUIRE ABOUT SECURITIES CLASS ACTION INVESTIGATION - TTGT. NEW YORK , JULY 12, 2025 /PRNEWSWIRE/ --  WHY: ROSEN LAW FIRM, A GLOBAL INVESTOR RIGHTS LAW FIRM, CONTINUES TO INVESTIGATE POTENTIAL SECURITIES CLAIMS ON BEHALF OF SHAREHOLDERS OF TECHTARGET, INC. (NASDAQ: TTGT) RESULTING FROM ALLEGATIONS THAT TECHTARGET MAY HAVE ISSUED MATERIALLY MISLEADING BUSINESS INFORMATION TO THE INVESTING PUBLIC. SO WHAT: IF YOU PURCHASED TECHTARGET SECURITIES YOU MAY BE ENTITLED TO COMPENSATION WITHOUT PAYMENT OF ANY OUT OF POCKET FEES OR COSTS THROUGH A CONTINGENCY FEE ARRANGEMENT.",positive,générale
"TQQQ: If You're Bullish On The Market, TQQQ Could Be A Home Run. TQQQ offers significant long-term upside due to its triple leverage, but it comes with extreme volatility and risk of large drawdowns. I expect strong Q2 earnings and a likely Fed rate cut in September, which could propel TQQQ and the broader market higher. TQQQ's mechanics—daily 3x leverage and rebalancing—mean it can outperform in bull markets but suffer outsized losses in downturns.",neutral,importante
"GBP/USD crashes as UK GDP disappoints, trade war escalation boost USD. The GBP/USD tumbles over 0.59% on worse than expected Gross Domestic Product (GDP) figures in the UK, which could warrant further easing by the Bank of England (BoE). This and an escalation of the trade war boosted the Greenback.",neutral,importante
"Cognizant Technology Solutions: Growth Acceleration To Drive Valuation Re-Rating. I rate CTSH stock a buy, as accelerating organic revenue growth and strong large-deal momentum signal a clear growth inflection point. AI investments are already driving client value, enhancing productivity and competitiveness, and positioning Cognizant to gain market share over the coming years. Management's turnaround strategy is working, with CTSH closing its growth gap with peers, which should lead to a valuation multiple re-rating.",neutral,importante
"Prediction: This Artificial Intelligence (AI) Stock Could Be the Surprise Winner of 2025. Through the first six months of the year, the S&P 500 and Nasdaq Composite indexes each gained roughly 5%. Similar to last year, some of the biggest gainers in the artificial intelligence (AI) landscape so far include Palantir Technologies, Constellation Energy, and Oracle.",neutral,importante
"Japanese Yen Weekly Forecast: Will USD/JPY Break 150? US-Japan Trade Talks Hold the Key. USD/JPY rallies as Trump's tariffs hit BoJ rate hike bets. Japan inflation, trade, and US data to guide pair's next move.",neutral,générale
"If you put $1,000 in S&P 500 when Trump said, ‘this is a great time to buy,' here's your profit. The S&P 500 has rallied significantly since April, when President Donald Trump encouraged investors to buy stocks.",neutral,importante
These 3 Amazing Dividend Stocks Have Rewarded Shareholders Forever. Key Points in This Article: Dividend investing has offered reliable income and outperformance over non-payers for at least the last 50 years.,neutral,importante
"SHAREHOLDER INVESTIGATION: Halper Sadeh LLC Investigates BASE, CARM, ENZB on Behalf of Shareholders. NEW YORK, July 05, 2025 (GLOBE NEWSWIRE) -- Halper Sadeh LLC, an investor rights law firm, is investigating the following companies for potential violations of the federal securities laws and/or breaches of fiduciary duties to shareholders relating to:",positive,critique
"5 Stocks I'm Buying As The 'Big Beautiful Bill' Pushes The Market To New Highs. The Big Beautiful Bill boosts defense, industrials, and manufacturing, but healthcare and some REITs face headwinds from Medicaid cuts and policy shifts. AI optimism and the new legislation are fueling a broad market rally, but I question if AI stocks are outpacing their earnings, signaling a potential bubble. The Magnificent 7 era is over; META, MSFT, NVDA, and AMZN are the new leaders, while AAPL, GOOG, and TSLA face unique challenges in the AI race.",neutral,importante
"5 Relatively Secure And Cheap Dividend Stocks, Yields Up To 9% (July 2025). This article is part of our monthly series where we highlight five large-cap, relatively safe, dividend-paying companies offering significant discounts to their historical norms. We go over our filtering process to select just five conservative DGI stocks from more than 7,500 companies that are traded on U.S. exchanges, including OTC networks. In addition to the primary list that yields 4.3%, we present two other groups of five DGI stocks each, from moderate to high yields of up to 9%.",negative,importante
"Bragar Eagel & Squire, P.C. Urges Investors in IRobot (IRBT) to Inquire About Their Rights in Class Action Lawsuit. Bragar Eagel & Squire, P.C. Litigation Partner Brandon Walker Encourages Investors Who Suffered Losses IRobot (IRBT) To Contact Him Directly To Discuss Their Options",negative,générale
"Bitcoin Cash Pulls Back After 8-Month High, Whale Activity Signals Continued Interest. Bitcoin Cash (BCH) is trading at $482.54, down 0.23% in the past 24 hours, following a retreat from its eight-month peak of $526.5 on July 1. The recent surgefueled by whale accumulation, speculative inflows, and a broader altcoin rotationpushed BCH over 75% higher in just three months.",neutral,importante
"GBP/JPY Price Forecast: Sterling set for weekly gains amid broad Yen weakness. The British Pound (GBP) trades modestly stronger against the Japanese Yen (JPY) on Friday, as the Yen remains broadly pressured amid a fresh wave of trade-related uncertainty. Earlier this week, US President Donald Trump announced sweeping 25% tariffs on all Japanese imports, set to take effect from August 1.",neutral,importante
"Nvidia's big $4 trillion milestone: Why some say the stock could go even higher. Nvidia became the first company to reach the $4 trillion market cap milestone. We look at how the company arrived here, the outlook for more growth AI technology, the competition, and why the stock could climb higher.",neutral,importante
"Gold (XAUUSD) Price Forecast: Gold Market Eyes Breakout on Dollar Dip, Tariff Fears. Gold prices eye breakout as dollar dips, with tariff fears boosting safe-haven demand. Traders watch $3348 resistance for next gold rally in XAUUSD.",neutral,importante
"HA Sustainable Infrastructure: Rare High Income And Growth Opportunity. HASI combines high yield and EPS growth potential, offering rare value for both income and total return investors. The company delivers strong fundamentals, including record investment originations, double-digit investment yields, and robust managed asset growth. Management targets 8-10% annual EPS growth, supported by a solid balance sheet and innovative funding partnerships like CCH1 with KKR.",neutral,importante
"Largest Heist Ever? Coinbase Exec Explains Why The Mysterious $8 Billion BTC Transfer Was Possibly A Hack. On Thursday, a single entity transferred $8.6 billion worth of Satoshi-era Bitcoin from eight addresses that had held on to the BTC fortune for over 14 years.",positive,importante
"Arthur Hayes Warns of $90K Bitcoin Dip Ahead of 10x Rally to $1M. Bitcoin could retrace to $90,000 short term, but Arthur Hayes sees surging fiscal liquidity fueling an unstoppable rally toward a $1 million long-term price target.",neutral,importante
"Have $500? 3 Absurdly Cheap Stocks Long-Term Investors Should Buy Right Now.. Investors cannot deny that many high-profile stocks, and the market in general, are again on the rise. Amid stock gains, several companies have made plans to launch IPOs, and indexes such as the S&P 500 (^GSPC -0.33%) and Nasdaq Composite (^IXIC -0.22%) have recently closed at record highs.",neutral,importante
"RBC Forecast: UK Vulnerability Will Hurt Pound Sterling, End-2026 GBP/EUR Forecast 1.11. After dipping to 10-week lows below 1.1550 in early July, the Pound to Euro (GBP/EUR) exchange rate recovered ground, but failed to break 1.1630 and traded below 1.16 after the latest UK GDP data. RBC Capital Markets sees scope for a near-term Pound gains, but expects gradual and sustained losses to 1.11 by the end of 2026.",neutral,importante
"Gold Price Forecast: XAU/USD trades sideways around $3,335, awaits clarity on tariff policy. Gold price (XAU/USD) trades well inside Thursday's trading range around $3,335 during European trading hours on Friday. The yellow metal struggles for direction as investors await clarity of how much United States (US) President Donald trump will impose tariffs on those of his trading partners, which failed to strike a bilateral deal in the 90-day pause period.",neutral,importante
"Solana Tests Key Support in Rising Channel — Will Price Fall to $128.50 or Reclaim $160?. Solana (SOL) is currently at a pivotal technical juncture as the altcoin tests the lower boundary of a rising channel, a pattern that often signals either a strong continuation or an imminent breakdown. Over the past week, Solana has moved sideways within a narrowing range, consolidating between $145 and $160.",neutral,importante
"OPEC+ to Increase Output by 548,000 Barrels a Day in August. What it Means for Oil Markets.. The Organization of the Petroleum Exporting Countries and its allies, or OPEC+, said that it has agreed to raise oil output by 548,000 barrels a day in August on Saturday.",neutral,importante
"Bitcoin Could Ignite Price Discovery Rally As Weekly Structure Tightens. A crypto analyst stated that Bitcoin is pressing against key resistance near its all-time high, signaling that a breakout into price discovery territory could be just around the corner. A weekly close above the level could trigger a fresh wave of upside, pushing BTC into uncharted ground where new highs are inevitable.",neutral,importante
"3 Great American Growth Stocks to Buy This July. Regularly buying shares of growing businesses through the stock market is one of the best ways to build wealth, and it's often the case that the brands you are most familiar with can make rewarding investments. For this Independence Day, you might consider investing in these U.S.-based companies.",neutral,importante
"VYM Is a Popular Dividend ETF for Passive Income. But Is It the Best?. The Vanguard High Dividend Yield ETF (VYM 0.58%) is a great example of why investors need to examine more than just the name of an exchange-traded fund (ETF) before hitting the buy button. Dividend yield is an important part of the story here, but the real benefit of this ETF actually lies elsewhere.",neutral,importante
"We Analyze Which Blockchain is Best for Developers: Ethereum or Solana. TL;DR Blockchain developers must choose between Ethereum and Solana; this decision will determine a project's cost, speed, and technical feasibility. Ethereum is a modular blockchain that enables targeted upgrades, while Solana employs a monolithic design that prioritizes consensus speed.",negative,générale
"Better Dividend Stock: Toronto-Dominion Bank vs. Annaly Capital Management. Annaly Capital Management (NLY 0.91%) has an ultra-high 14%-plus dividend yield. Toronto-Dominion Bank (TD 0.82%) has a yield of ""just"" 4.1%.",neutral,importante
"Collect 10% Yields To Revolutionize Your Retirement: Greystone Housing. Greystone is strongly beating the market year-to-date, and its right-sized distribution helps ensure it continues. Income from Greystone is partially Federal Tax-Free. Collect valuable income for your retirement income stream.",neutral,importante
"Benzinga's 'Stock Whisper' Index: 5 Stocks Investors Secretly Monitor But Don't Talk About Yet. nvestors are constantly on the hunt for undervalued, under-followed and emerging stocks. With countless methods available to retail traders, the challenge often lies in sifting through the abundance of information to uncover new opportunities and understand why certain stocks should be of interest.",negative,importante
"Michael Saylor Challenges Metaplanet to “Fight for Bitcoin” Amid New BTC Buys. Bitcoin advocate and executive chairman of MicroStrategy, Michael Saylor, has once again stirred the crypto communitythis time through a gamified meme featuring himself and Simon Gerovich of Metaplanet. The image mimics an old-school fighting game, with Saylor and Gerovich representing their respective companies in a symbolic battle based on Bitcoin holdings.",positive,importante
'GOING HIGHER': Hilton pins blame on Dem policies for blue state's high gas prices. Republican California gubernatorial candidate Steve Hilton on how he will tackle California's high gas prices and whether there is a desire for political change in the state. #foxbusiness #economy #california  #gasprices #democratpolicies #politics,negative,générale
"XRP Ledger Gains Momentum as Mercado Bitcoin Plans $200M Tokenization Push. XRP Ledger (XRPL) is drawing renewed investor attention as Mercado Bitcoin, one of Latin Americas largest digital asset platforms, launches a massive tokenization initiative. The company announced plans to tokenize over $200 million worth of permissioned real-world assets (RWAs), including fixed-income and equity instruments, on XRPL.",neutral,importante
"2 Unstoppable Growth Stocks to Hold for the Next 20 Years. The stock market has an incredibly impressive long-term track record of wealth creation, and we can reasonably expect it to continue delivering excellent returns over the next 20 years. Investors can capitalize on this by buying ETFs that track major indexes, or by investing in individual stocks that can perform as well, if not better, than broader equities.",neutral,importante
"Trust Stamp boosts P2P security through new deal with Neural Payments - ICYMI. T Stamp Inc (NASDAQ:IDAI, EURONEXT:AIID), doing business as Trust Stamp, President Andrew Gowasack talked with Proactive about a newly announced partnership with Neural Payments focused on addressing rising fraud in the peer-to-peer (P2P) payments space. Proactive: All right, welcome back inside our Proactive newsroom.",positive,importante
"Zynex CEO Thomas Sandgaard discusses leadership transition - ICYMI. Zynex Inc (NASDAQ:ZYXI) CEO Thomas Sandgaard talked with Proactive about his decision to step down from his position after nearly three decades leading the medical device company. He described the challenges of starting a company with no funding, navigating public listings, and expanding operations to help over a million patients manage pain.",positive,générale
"Why the Schwab Dividend ETF Rallied—and Can It Keep Climbing?. Financial markets are a complex flow chart for those who understand how to read demand and supply within the broader context, where everything ties back to the concept of a benchmark. This can affect many spaces equally, but also differently at the same time.",negative,générale
"SharpLink Becomes First Public Company to Adopt Ethereum as Treasury Asset. SharpLink Gaming Inc. (NASDAQ: SBET), a leading sports betting and iGaming marketing firm, has made headlines by becoming the first publicly listed company to adopt Ethereum (ETH) as its primary treasury reserve asset. The Minneapolis-based firm announced on July 4, 2025, that it will not only hold ETH but actively stake and deploy it within Ethereum-based yield protocols to enhance long-term shareholder value.",neutral,importante
Bitcoin retail interest ‘almost nowhere to be found' as BTC taps highs. Bitcoin's surge to all-time highs has barely moved the needle in Google search interest compared to the spike seen after Donald Trump won the US presidential election in November.,positive,importante
"Archer Aviation: The Bet That Could Take Off Sooner Than You Think. Archer Aviation (ACHR 1.55%) is racing to commercialize flying taxis with its Midnight aircraft -- and its $1 billion cash buffer, global partnerships, and Olympic exclusivity deal could put it ahead of its rivals. But risks remain.",positive,importante
"EUR/GBP climbs as weak UK data fuels BoE rate cut speculation. The British Pound (GBP) is falling against the Euro (EUR) on Friday, following a series of economic data releases that pointed to a weakening UK economy.",neutral,critique
"3 Reasons to Buy Carnival Stock Like There's No Tomorrow. Government restrictions during the COVID-19 pandemic inflicted a lot of financial damage to many travel-related businesses, including cruise ship operator Carnival (CCL 1.08%). But after years of rebuilding, the company finally got its groove back.",positive,importante
"Litecoin Whale Activity Hits Record Levels Amid Price Fluctuations. Litecoin (LTC) is showing increased whale activity despite recent market volatility. According to data from IntoTheBlock, large LTC holders moved 105.9 million LTC in the past 24 hours, setting a new daily milestone.",neutral,importante
"Here's the Smartest Way to Invest in the S&P 500 in July. So you want to invest in the S&P 500 , the index that's comprised of 500 of America's biggest and best companies. That's great!",neutral,importante
"AEVA CEO on the Automation Race, Using LiDAR in Autonomous Tech. Soroush Salehian is the CEO of Aeva Technologies (AEVA), which creates and sells LiDAR technology used for autonomous software. In the age of autonomy, Soroush talks about Aeva's growth prospects as many industries seek the evolving tech.",negative,importante
"EV Sales Boom Worldwide, TSLA Busts: Robotaxi Roadmap Offers Solution. Tesla (TSLA) vehicle deliveries fell 14% while global competitors like BYD Co. (BYDDY) continued growth. ""Tesla needs a gameplan to catch up,"" says Steve Westly, otherwise he sees the company falling behind.",positive,importante
Kelt Exploration: May Begin To Attract Attention. Kelt Exploration's strategy of periodic asset sales has historically cleaned up the balance sheet and enabled growth cycles. Management recently took on a conservative debt level to accelerate production growth. The company has a notable sale to Exxon Mobil. This sets it apart from peers.,neutral,importante
"Why Is Everyone Talking About SoundHound AI Stock?. Artificial intelligence (AI) is one of the most significant trends of our generation, thanks to its transformative effects that will impact almost every aspect of our lives. Think of it as revolutionary as electricity and the internet.",neutral,importante
U.S. Gold CEO details CK Project development plans - ICYMI. U.S. Gold Corp (NASDAQ:USAU) CEO George Bee talked with Proactive about the company's progress as it advances the CK Project in southeast Wyoming. Bee explained that U.S.,negative,générale
AppLovin: An Elite 80%+ Gross Margin Club. AppLovin's elite 80%+ gross margin level should not be underestimated because it provides the company with enormous room to reinvest in R&D and marketing. AppLovin demonstrates much stronger revenue growth and wider profitability metrics than its closest peers. My DCF model suggests a fair share price of $434.,neutral,importante
"2 International Dividend Stocks For Retirees. Retirees looking for dividend growth stocks at a reasonable price have ample reasons to look outside of America, especially with the S&P 500 skyrocketing to new all-time highs and, with that, a somewhat rich valuation.",neutral,importante
"10 Reasons to Buy and Hold This Tech Stock Forever. Semiconductor (chip) manufacturing giant Taiwan Semiconductor Manufacturing (TSM 0.24%) recently joined the elite trillion-dollar club, becoming one of only 10 companies with a market cap of over $1 trillion (as of July 8).",neutral,importante
Can These Two Battered Stocks Soar Once Again?. Key Points in This Article: Investing in discounted stocks can offer significant opportunities in buying undervalued companies poised for a rebound.,neutral,importante
"These 2 Dividend Stocks Can Make You Wealthy. Key Points in This Article: Dividend investing focuses on companies paying consistent, growing dividends, offering steady income and compounding wealth over time for long-term financial security.",neutral,importante
Is Annaly Capital Stock a Millionaire Maker?. Annaly Capital Management (NLY -0.45%) has an enticing 14%+ dividend yield backed by a dividend that was just increased. Some on Wall Street believe that the safest dividends are those that have just been raised.,neutral,importante
"AIQ: Solid ETF, But A Victim Of Tech Stock Correlation. AIQ is a great example of an ETF that does what it is supposed to do, but that doesn't make it a great fund. It ends up looking like other, more well-known index ETFs because of how correlated tech and growth stocks have become. AIQ's valuation is reasonable, and the portfolio is constructed in line with its mission.",neutral,importante
"YBIT Is an Income Juggernaut. Tidal's YieldMax Bitcoin Option Income Strategy ETF (YBIT 0.09%) offers investors a unique way to generate income from Bitcoin's (BTC -0.31%) volatility. It does that by constantly writing covered calls on its own ""synthetic long"" positions in Bitcoin, and it currently pays an annual distribution rate -- or the yield an investor would receive if its most recent distribution (including option income) stays the same for the full year -- of 41.5%.",neutral,importante
"Can $100 in Ozak AI Beat $15,000 in Bitcoin?. As the crypto market heats up in 2025, investors are facing an important choice — stick with a proven leader like Bitcoin or explore high-growth opportunities in newer tokens like Ozak AI (OZ). While Bitcoin remains the top digital asset, Ozak AI is catching attention for its innovative use of AI and blockchain, offering what some analysts say could be life-changing returns.",positive,importante
"Ripple CEO Drops Bomb On Stablecoin Market, Is RLUSD The Savior?. Ripple CEO Brad Garlinghouse has discussed the current state of the stablecoin industry and how much the industry could be worth in the next few years. He also commented on why his firm's RLUSD stablecoin has the potential to dominate the market at some point.",positive,importante
"Medicus Pharma expands pipeline with Antev acquisition - ICYMI. Medicus Pharma (NASDAQ:MDCX) CEO Raza Bokhari talked with Proactive about the company's latest strategic developments. Bokhari discussed the definitive agreement to acquire Antev, a UK-based company advancing clinical programs for two indications.",positive,importante
"JBBB: A CLO Fund Fit For Retirement Portfolios. High-yielding CLOs are complex and dangerous, with the risks of NAV decay and yield reductions being very high. However, JBBB presents a completely different story. In the article, I discuss why I see a bullish case for JBBB, where, in my view, the typical high-yielding CLO risks are greatly mitigated.",neutral,importante
USOY Is an Income Juggernaut. The Defiance Oil Enhanced Options Income ETF (USOY 0.37%) is an alluring income-focused investment opportunity. The exchange-traded fund's (ETF) implied annualized distribution rate is an eye-popping 111%.,neutral,importante
"Suspicion surrounds mysterious $8.6 billion Bitcoin move. Conor Grogan, Head of Product at Coinbase, believes that there is a “small possibility” that the transfer of $8.6 billion worth of Bitcoin (BTC) on July 4 was a hack. Calling his claim “extreme speculation” in an X post on Friday, Grogan said he found the transaction movements to be “extremely odd.",negative,importante
"Stock-Split Watch: Is D-Wave Quantum Next?. Quantum computing stocks such as D-Wave Quantum (QBTS 5.32%) have been all the rage this year, with many seeing their stock prices soar. Investors are viewing the sector in a similar light to the early days of artificial intelligence.",negative,importante
